,pos,artist_name,track_uri,artist_uri,track_name,album_uri,duration_ms,album_name,name
51312,54,Romina Marroquín Payró,spotify:track:5tkGPSTLxzDuj3UQqMTV7B,spotify:artist:5f0gcyyPRCUTePOs4YRT5Y,¿Y Si Hacemos Un Muñeco?,spotify:album:3SEkMof2wfgaReuEUVQc6D,206946,Frozen: Una Aventura Congelada,Tangled
51313,55,Meryl Streep,spotify:track:54JaBXvtIQU9lbpfy8Isdn,spotify:artist:2HB65P72dFRiOKvbLLcil2,Stay With Me,spotify:album:7lWMvhvTB4H9TWZM1IX12Q,194973,Into the Woods,Tangled
51314,56,Disney Studio Chorus,spotify:track:39cgpnPwQ4mfmgTBY1FojG,spotify:artist:0uxCcs6uoQy6StkrWS1QjW,Winnie the Pooh,spotify:album:3PlbEOxE8rE8xf7mDWdpgb,138653,The Sherman Brothers Songbook,Tangled
51315,57,Jim Cummings,spotify:track:4dLFhVZGiyoR349BdLZ1dR,spotify:artist:3OIPwMAZipDCLQwHmxS5EG,Everything is Honey,spotify:album:38lqlFkYKpEa3LgDQtqVdo,121266,Winnie the Pooh,Tangled
51316,58,Zooey Deschanel,spotify:track:3iY7VgZ1T95LlFro7ccEBV,spotify:artist:2GEW6nJjHKAFyqnsE3TdWx,Winnie the Pooh,spotify:album:38lqlFkYKpEa3LgDQtqVdo,152440,Winnie the Pooh,Tangled
51317,59,The Mellomen,spotify:track:0HscBDeP30qAUEJoZzxNrj,spotify:artist:548L4DXlt7N14Mhbfdmdqq,"The Tiki, Tiki, Tiki Room",spotify:album:3PlbEOxE8rE8xf7mDWdpgb,159586,The Sherman Brothers Songbook,Tangled
51318,60,Disney Studio Chorus,spotify:track:2oj1WfUGiBa8eCyMx5D3I5,spotify:artist:0uxCcs6uoQy6StkrWS1QjW,"Yo, Ho! (A Pirate's Life For Me)",spotify:album:6UuNvv5UFJG5bQkYzQIarh,284266,Disney's Greatest Volume 3,Tangled
51319,61,The Jud Conlon Chorus and The Mellomen,spotify:track:31cQvIaB5epWhLeY8TGEnK,spotify:artist:0CHypT4Ez38PqvLQqxKkbK,You Can Fly! You Can Fly! You Can Fly!,spotify:album:5dyb6POrZn9ufPXB7CxtmT,264405,Classic Soundtracks: Peter Pan (1953 Film Score),Tangled
51320,62,M. Keali'i Ho'omalu,spotify:track:7GmiJVBAzWNikX5VkNQg85,spotify:artist:4UHGbgtWLCce28OE2VZZGp,"Hawaiian Roller Coaster Ride - From ""Lilo & Stitch""/Soundtrack Version",spotify:album:0tNLpUZfJKyxMS0nKlnyXP,208226,Lilo & Stitch,Tangled
51321,63,Julie Andrews,spotify:track:3XuynAYyLtvJrI2NvVXu6Z,spotify:artist:5RdqZVi36tpDPYNPw8jJbO,My Favorite Things,spotify:album:3EV5uUBf7tpbuYgMDZk3fC,137493,The Sound Of Music,Tangled
51322,64,Julie Andrews,spotify:track:7IqgWCJ1QC7Ldif9dy8fds,spotify:artist:5RdqZVi36tpDPYNPw8jJbO,Do-Re-Mi,spotify:album:3EV5uUBf7tpbuYgMDZk3fC,331866,The Sound Of Music,Tangled
51323,65,Charmian Carr,spotify:track:71zkXcyGqSuvtq9GnWPc0x,spotify:artist:0mvTBNG2hAuAEzUVgTYpQ2,The Sound of Music,spotify:album:3EV5uUBf7tpbuYgMDZk3fC,130639,The Sound Of Music,Tangled
51324,66,Bill Lee,spotify:track:2a6v5EnyYJEopa3y7UUaOm,spotify:artist:1Vb1cXNxIUyb3Geb9cvSvL,Edelweiss,spotify:album:3EV5uUBf7tpbuYgMDZk3fC,135560,The Sound Of Music,Tangled
51325,67,Julie Andrews,spotify:track:6Muj7ClPWwbuR7T7ObDqO6,spotify:artist:5RdqZVi36tpDPYNPw8jJbO,The Lonely Goatherd,spotify:album:3EV5uUBf7tpbuYgMDZk3fC,189506,The Sound Of Music,Tangled
51326,68,Charmian Carr,spotify:track:3u9ZZGhpP2THKKX62taumE,spotify:artist:0mvTBNG2hAuAEzUVgTYpQ2,"So Long, Farewell",spotify:album:3EV5uUBf7tpbuYgMDZk3fC,173213,The Sound Of Music,Tangled
51327,69,Robert MacGimsey,spotify:track:02fepHrvkesO0t2gcnxLH0,spotify:artist:23P0EJRB6AM36v1sOfkXUo,Splash Mountain Medley - From Splash Mountain (Disneyland),spotify:album:22LC7xJWEuYZl907bkFPbD,486960,Walt Disney Records The Legacy Collection: Disneyland,Tangled
51328,70,Shakira,spotify:track:3qrH2YFnbEiQeUe4wzgOuP,spotify:artist:0EmeFodog0BfCgMzAIvKQp,"Try Everything - From ""Zootropolis""",spotify:album:661EtVkZYuH41VXXuOMBbo,196706,Try Everything,Tangled
51329,71,Ne-Yo,spotify:track:5PPqJ0ji9PYtgLGMMHIi60,spotify:artist:21E3waRsmPlU7jZsS13rcj,"Friend Like Me - From ""Aladdin""",spotify:album:1QXZ53gagRbuDY89uyuhF8,181906,Friend Like Me,Tangled
51330,72,Jessie Ware,spotify:track:2bO8XZcJRHr8PhnKqxYuXD,spotify:artist:5Mq7iqCWBzofK39FBqblNc,"A Dream Is A Wish Your Heart Makes - From ""Cinderella""",spotify:album:6ZraL1MxnCHfC6eKApMT0L,234306,We Love Disney,Tangled
51331,73,Auli'i Cravalho,spotify:track:6mb6lVLNrcUgLnEN8QnDJd,spotify:artist:5mnS9jJdKQQcRSqFu5YPVe,How Far I'll Go,spotify:album:6pZj4nvx6lV3ulIK3BSjvs,163386,Moana,Tangled
51332,74,Auli'i Cravalho,spotify:track:32pqqCrnIC5O5iE9c218PJ,spotify:artist:5mnS9jJdKQQcRSqFu5YPVe,How Far I'll Go - Reprise,spotify:album:6pZj4nvx6lV3ulIK3BSjvs,87346,Moana,Tangled
51333,75,Dwayne Johnson,spotify:track:6U4VqEHy4n5VeiH4pQPL24,spotify:artist:1T8S48bD91THNKBByWBDyn,You're Welcome,spotify:album:6pZj4nvx6lV3ulIK3BSjvs,163893,Moana,Tangled
51334,76,Olivia Foa'i,spotify:track:6FHUBs8P5qcjpj7C2QHdEq,spotify:artist:5GIaRpKCtzquc5UUicqe50,Tulou Tagaloa,spotify:album:6pZj4nvx6lV3ulIK3BSjvs,51933,Moana,Tangled
51335,77,Vai Mahina,spotify:track:3ZJnc1eGicPxRitBoC7eWZ,spotify:artist:4I9DOo7pz3fn9yjxTktmX9,An Innocent Warrior,spotify:album:6pZj4nvx6lV3ulIK3BSjvs,97413,Moana,Tangled
51336,78,Christopher Jackson,spotify:track:2bwSCIuNtVrQPVddCi8sOW,spotify:artist:6sLwRSXSUF5JTUnQaFenyj,Where You Are,spotify:album:6pZj4nvx6lV3ulIK3BSjvs,210320,Moana,Tangled
51337,79,Opetaia Foa'i,spotify:track:3C4WmF4klgfmb6GzW8DEdX,spotify:artist:759h9uEwoHm8KKq1pGI9RH,"We Know The Way - From ""Moana""",spotify:album:145m5bsSW7vgq7WEwSLFYv,141414,We Know The Way,Tangled
51338,80,Auli'i Cravalho,spotify:track:2wCRJwiL1WSrW0Dwfco7Nj,spotify:artist:5mnS9jJdKQQcRSqFu5YPVe,Know Who You Are,spotify:album:6pZj4nvx6lV3ulIK3BSjvs,72626,Moana,Tangled
51339,0,Travis Scott,spotify:track:6gBFPUFcJLzWGx4lenP6h2,spotify:artist:0Y5tJX1MQlPlqiwlOH1tJY,goosebumps,spotify:album:42WVQWuf1teDysXiOupIZt,243836,Birds In The Trap Sing McKnight,music
51340,1,Kodak Black,spotify:track:34oWbFBfGEElvgO0a5c9V4,spotify:artist:46SHBwWsqBkxI7EeeBEQG7,No Flockin,spotify:album:12YTH28wiBXQ16gvWOCMLU,165290,No Flockin,music
51341,2,Big Sean,spotify:track:0SGkqnVQo9KPytSri1H6cF,spotify:artist:0c173mlxpT3dSFRgMO8XPh,Bounce Back,spotify:album:0XAIjjN5qxViVS0Y5fYkar,222360,I Decided.,music
51342,3,21 Savage,spotify:track:4gmmRb6bZJffOOiww1JGTO,spotify:artist:1URnnhqYAYcrqrcwql10ft,No Heart,spotify:album:4I3EcXD4e3KcEoDJfFEZ5b,235040,Savage Mode,music
51343,4,21 Savage,spotify:track:6g0TAJ1grweRwBMLQyiZFb,spotify:artist:1URnnhqYAYcrqrcwql10ft,Famous,spotify:album:4QUNWTw2FsIz722xjUjFJw,234280,Issa Album,music
51344,5,21 Savage,spotify:track:5aZrmUOr1kL5U6cg0WZNyw,spotify:artist:1URnnhqYAYcrqrcwql10ft,7 Min Freestyle,spotify:album:4QUNWTw2FsIz722xjUjFJw,431586,Issa Album,music
51345,6,21 Savage,spotify:track:2fQrGHiQOvpL9UgPvtYy6G,spotify:artist:1URnnhqYAYcrqrcwql10ft,Bank Account,spotify:album:4QUNWTw2FsIz722xjUjFJw,220306,Issa Album,music
51346,7,21 Savage,spotify:track:1mxC48728CxBA7WdKw6nFB,spotify:artist:1URnnhqYAYcrqrcwql10ft,Close My Eyes,spotify:album:4QUNWTw2FsIz722xjUjFJw,292266,Issa Album,music
51347,8,21 Savage,spotify:track:0mhsw7HRwRwF79ES5ucP9Y,spotify:artist:1URnnhqYAYcrqrcwql10ft,Thug Life,spotify:album:4QUNWTw2FsIz722xjUjFJw,263426,Issa Album,music
51348,9,21 Savage,spotify:track:55GLc4nywcX4aIlOcx1u06,spotify:artist:1URnnhqYAYcrqrcwql10ft,FaceTime,spotify:album:4QUNWTw2FsIz722xjUjFJw,239160,Issa Album,music
51349,10,A Boogie Wit da Hoodie,spotify:track:1f5cbQtDrykjarZVrShaDI,spotify:artist:31W5EY0aAly4Qieq6OFu6I,Drowning (feat. Kodak Black),spotify:album:3HHp5I6Q6SEyU5bkvoCtnV,209269,The Bigger Artist,music
51350,11,Migos,spotify:track:7KOlJ92bu51cltsD9KU5I7,spotify:artist:6oMuImdp5ZcFhWP0ESe6mG,T-Shirt,spotify:album:2AvupjUeMnSffKEV05x222,242407,Culture,music
51351,12,Migos,spotify:track:4Km5HrUvYTaSUfiSGPJeQR,spotify:artist:6oMuImdp5ZcFhWP0ESe6mG,Bad and Boujee (feat. Lil Uzi Vert),spotify:album:2AvupjUeMnSffKEV05x222,343150,Culture,music
51352,13,Lil Pump,spotify:track:1fEl5TPKRJAsuP6TqZ23hB,spotify:artist:3wyVrVrFCkukjdVIdirGVY,D Rose,spotify:album:2VVvm4zJlUQm9XmBCvGN6z,135497,Lil Pump,music
51353,14,Lil Pump,spotify:track:1rsAFUCa6BVMgRQ3FCQQsi,spotify:artist:3wyVrVrFCkukjdVIdirGVY,Boss,spotify:album:2VVvm4zJlUQm9XmBCvGN6z,106020,Lil Pump,music
51354,15,Lil Uzi Vert,spotify:track:7GX5flRQZVHRAGd6B4TmDO,spotify:artist:4O15NlyKLIASxsJ0PrXPfz,XO TOUR Llif3,spotify:album:733e1ZfktLSwj96X5rsMeE,182706,Luv Is Rage 2,music
51355,16,Montana of 300,spotify:track:0oPKi455b9ejRX7NCrYHju,spotify:artist:74dMZMvy8P27oPqnprnvBb,Fge Cypher (feat. $Avage & No Fatigue),spotify:album:0DhMnYWlaaVcSklQWWZCe6,364727,Gunz n Roses,music
51356,17,YoungBoy Never Broke Again,spotify:track:1OgoDWWGzCe6uwVdo2pozN,spotify:artist:7wlFDEWiM5OoIAt8RSli8b,Gravity,spotify:album:2O8EgP8trTkKflc5qtXyrl,204068,38 Baby,music
51357,18,Post Malone,spotify:track:3a1lNhkSLSkpJE4MSHpDu9,spotify:artist:246dkjvS1zLTtiykXe5h60,Congratulations,spotify:album:5s0rmjP8XOPhP6HhqOhuyC,220293,Stoney,music
51358,19,Lil Yachty,spotify:track:5hx4FpDZOnDVYlyoG3rMks,spotify:artist:6icQOAFXDZKsumw3YXyusw,Peek A Boo,spotify:album:6upTR3RFKR7K20OnHRXDkL,246325,Teenage Emotions,music
51359,20,Lil Yachty,spotify:track:4XkOcWt0C2JX1s2RXybosk,spotify:artist:6icQOAFXDZKsumw3YXyusw,Minnesota,spotify:album:4bJqW1SBOvsfcEzZwsjdjx,268114,Lil Boat,music
51360,21,Lil Yachty,spotify:track:40yJGQyEaBbIkXpwMFkXip,spotify:artist:6icQOAFXDZKsumw3YXyusw,One Night,spotify:album:4bJqW1SBOvsfcEzZwsjdjx,243269,Lil Boat,music
51361,22,KYLE,spotify:track:2EEeOnHehOozLq4aS0n6SL,spotify:artist:4qBgvVog0wzW75IQ48mU7v,iSpy (feat. Lil Yachty),spotify:album:15qLmAABocTCRBSbWWqL7K,253106,iSpy (feat. Lil Yachty),music
51362,23,Future,spotify:track:0VgkVdmE4gld66l8iyGjgx,spotify:artist:1RyvyyTE3xzB2ZywiAwp0i,Mask Off,spotify:album:17FBoXK1NU2rvJBbzdzw0r,204600,FUTURE,music
51363,24,Future,spotify:track:7EiZI6JVHllARrX9PUvAdX,spotify:artist:1RyvyyTE3xzB2ZywiAwp0i,Low Life,spotify:album:3jJKDKdlwRS584zUlHV2Ly,313546,EVOL,music
51364,25,Future,spotify:track:4GkkxswcdEt1tkSyiRzgnC,spotify:artist:1RyvyyTE3xzB2ZywiAwp0i,Draco,spotify:album:17FBoXK1NU2rvJBbzdzw0r,225134,FUTURE,music
51365,26,Ty Dolla $ign,spotify:track:5suEtW2DUAfvroohjzgatb,spotify:artist:7c0XG5cIJTrrAgEC3ULPiq,Blasé (feat. Future & Rae Sremmurd),spotify:album:2DtLmzu6cCDYO9U53a6hRA,285240,Free TC,music
51366,27,21 Savage,spotify:track:52hRcWmjRNFuVJv3Qi7EeF,spotify:artist:1URnnhqYAYcrqrcwql10ft,Savage Mode,spotify:album:4I3EcXD4e3KcEoDJfFEZ5b,249586,Savage Mode,music
51367,28,Eminem,spotify:track:6sDQ4uiWw9OdVrCXFLSlZt,spotify:artist:7dGJo4pcD2V6oG8kP0tJRR,Rap God,spotify:album:3qGeRY1wt4rrLIt1YuSwHR,363521,The Marshall Mathers LP2,music
51368,29,Eminem,spotify:track:3yfqSUWxFvZELEM4PmlwIR,spotify:artist:7dGJo4pcD2V6oG8kP0tJRR,The Real Slim Shady,spotify:album:6t7956yu5zYf5A829XRiHC,284200,The Marshall Mathers LP,music
51369,30,Afroman,spotify:track:1ACZpHI5vZ5Ea4xGlkdGWM,spotify:artist:4Icvbp9RDt5aY2TWDOVDsr,Crazy Rap (Colt 45 & 2 Zig Zags),spotify:album:5WW91LUt9Oqkhzrg0Ao4K0,328666,The Good Times,music
51370,31,Jibbs,spotify:track:0tYPj0NYa7vjlJaqlRSnJb,spotify:artist:4USNIVeRwXIAdbVSTqelbh,Chain Hang Low,spotify:album:75SYfAVNuZcY0488LhZeic,207586,Jibbs feat. Jibbs,music
51371,32,Eminem,spotify:track:7lQ8MOhq6IN2w8EYcFNSUk,spotify:artist:7dGJo4pcD2V6oG8kP0tJRR,Without Me,spotify:album:2cWBwpqMsDJC1ZUwz813lo,290226,The Eminem Show,music
51372,33,Eminem,spotify:track:0qcjuYtMWhBjXg0Xwt5SzS,spotify:artist:7dGJo4pcD2V6oG8kP0tJRR,Just Lose It,spotify:album:1kTlYbs28MXw7hwO0NLYif,248680,Encore,music
51373,34,Russ,spotify:track:3pndPhlQWjuSoXhcIIdBjv,spotify:artist:1z7b1Pr1rSlvWRzsW3HOrS,What They Want,spotify:album:0lUL92det7mZ4DaHYmiUEC,165853,There's Really A Wolf,music
51374,35,XXXTENTACION,spotify:track:7floNISpH8VF4z4459Qo18,spotify:artist:15UsOTVnJzReFVN1VCnxy4,Look At Me!,spotify:album:3cyyJALrHc8LawnQNFYRWL,126345,Look At Me!,music
51375,36,Young Thug,spotify:track:55OdqrG8WLmsYyY1jijD9b,spotify:artist:50co4Is1HCEo8bhOyUWKpn,Wyclef Jean,spotify:album:7EpUpNUkkEGnaCvkcn1j4H,236293,JEFFERY,music
51376,37,Migos,spotify:track:76Y0gxtTxN0FyDCYh5qYQj,spotify:artist:6oMuImdp5ZcFhWP0ESe6mG,Get Right Witcha,spotify:album:2AvupjUeMnSffKEV05x222,257545,Culture,music
51377,38,Lil Uzi Vert,spotify:track:2ANLarE8yHVsLWW21nj79M,spotify:artist:4O15NlyKLIASxsJ0PrXPfz,You Was Right,spotify:album:7mgdTKTCdfnLoa1HXHvLYM,163944,Lil Uzi Vert Vs. The World,music
51378,39,Kodak Black,spotify:track:4Q3N4Ct4zCuIHuZ65E3BD4,spotify:artist:46SHBwWsqBkxI7EeeBEQG7,Tunnel Vision,spotify:album:5mG8oNkNKM2my7t9ywra96,268186,Painting Pictures,music
51379,40,Kanye West,spotify:track:2nBI3iWLhupR7LyAJ5GGkE,spotify:artist:5K4W6rqBFWDnAN6FQUkS6x,Champions,spotify:album:1xuSorM2dDIiB5zhftB5NY,334253,Champions,music
51380,41,Rae Sremmurd,spotify:track:2IGr3q6ljcpLvHDFLtI0yW,spotify:artist:7iZtZyCzp3LItcw1wtPI3D,Look Alive,spotify:album:5v6iBhIlflzR9rEd1LAMbd,228000,SremmLife 2,music
51381,42,Post Malone,spotify:track:6eT7xZZlB2mwyzJ2sUKG6w,spotify:artist:246dkjvS1zLTtiykXe5h60,White Iverson,spotify:album:5s0rmjP8XOPhP6HhqOhuyC,256533,Stoney,music
51382,43,2 Chainz,spotify:track:22DKsoYFV5npPXmnPpXL7i,spotify:artist:17lzZA2AlOHwCwFALHttmp,Watch Out,spotify:album:1DnLeDyEWJqfJSJVHQaaSo,207813,Watch Out,music
51383,44,Post Malone,spotify:track:1ysAvOdJgUjc6CqOQxepaz,spotify:artist:246dkjvS1zLTtiykXe5h60,Money Made Me Do It,spotify:album:5s0rmjP8XOPhP6HhqOhuyC,224960,Stoney,music
51384,45,Young Thug,spotify:track:4cg1yakyRSIOjxKM2I7J1q,spotify:artist:50co4Is1HCEo8bhOyUWKpn,Digits,spotify:album:2z4c8M8aVzl7CTobIp36KF,176386,Slime Season 3,music
51385,46,Young M.A,spotify:track:7JYsArznYOjX2jsrT3UEnL,spotify:artist:7LvoDJUNGnOrPdGRzVtOJ9,OOOUUU,spotify:album:23Fvpx2T1drg9lJ4WC0fXl,234649,Herstory,music
51386,47,Migos,spotify:track:6p8NuHm8uCGnn2Dtbtf7zE,spotify:artist:6oMuImdp5ZcFhWP0ESe6mG,Slippery (feat. Gucci Mane),spotify:album:2AvupjUeMnSffKEV05x222,304041,Culture,music
51387,48,Lil Dicky,spotify:track:6AoYWCzsDls6c61Zp5qTuU,spotify:artist:1tqhsYv8yBBdwANFNzHtcr,$ave Dat Money (feat. Fetty Wap & Rich Homie Quan),spotify:album:5eLVoIPq7P3Bu29lVgD4x0,290835,Professional Rapper,music
51388,49,A Boogie Wit da Hoodie,spotify:track:5uQOauh47VFt3B2kV9kRXw,spotify:artist:31W5EY0aAly4Qieq6OFu6I,My Shit,spotify:album:2OQEAqShAl6SodrGhmYZ4Z,128156,Artist,music
51389,50,T-Pain,spotify:track:5QfQKhvdcxPgp68O0S39FV,spotify:artist:3aQeKQSyrW4qWr35idm0cy,Dan Bilzerian,spotify:album:4smRhBBbMgldmSSYBSlXFr,209663,Dan Bilzerian,music
51390,51,Kevin Gates,spotify:track:0wdKiSBUT7aZkXUIdJWcwC,spotify:artist:1gPhS1zisyXr5dHTYZyiMe,2 Phones,spotify:album:5Hs43ta4vAYKRRRR7DKjt9,240000,Islah,music
51391,52,Kendrick Lamar,spotify:track:6HZILIRieu8S0iqY8kIKhj,spotify:artist:2YZyLoL8N0Wb9xBt1NhZWg,DNA.,spotify:album:4eLPsYPBmXABThSJ821sqY,185946,DAMN.,music
51392,53,Rob $tone,spotify:track:5uDASfU19gDxSjW8cnCaBp,spotify:artist:2hWs22BmQkK4czFtDLnar2,Chill Bill,spotify:album:5qBu7Ab6alstSCAzxTJMb1,177184,Chill Bill,music
51393,54,Young Thug,spotify:track:20dP2DaMHIAmwWAbp7peSr,spotify:artist:50co4Is1HCEo8bhOyUWKpn,pick up the phone,spotify:album:42WVQWuf1teDysXiOupIZt,252256,Birds In The Trap Sing McKnight,music
51394,55,Bankroll Fresh,spotify:track:252gJUec2oDsGBPcxZs4nX,spotify:artist:7FBDXY8U17aasVTH3rgxbS,Walked In,spotify:album:1Pg35HAGyWOsZNYLHx0t90,198095,Life Of A Hot Boy 2 : Real Trapper,music
51395,56,Big Sean,spotify:track:0Fv5N0cHBsl4bzCbollCAS,spotify:artist:0c173mlxpT3dSFRgMO8XPh,Moves,spotify:album:0XAIjjN5qxViVS0Y5fYkar,142906,I Decided.,music
51396,57,Kodak Black,spotify:track:0BU7nIcCZxYSE0hYcc5oZz,spotify:artist:46SHBwWsqBkxI7EeeBEQG7,Too Many Years,spotify:album:1Pz7lBRN2k5tLMGoZUJVea,196336,Lil Big Pac,music
51397,58,Kevin Gates,spotify:track:10I3CmmwT0BkOVhduDy53o,spotify:artist:1gPhS1zisyXr5dHTYZyiMe,Really Really,spotify:album:5Hs43ta4vAYKRRRR7DKjt9,232093,Islah,music
51398,59,Kaiydo,spotify:track:0lpRp9KzzMbC0w1uiL7H7f,spotify:artist:6y02TEMv71ArWB2qhIaQ5m,Fruit Punch,spotify:album:0oeJCHQwiz5dQhMuiFlhhM,221622,Fruit Punch,music
51399,60,Lil Boom,spotify:track:3SRSbM3x0zejDu1trm5MPY,spotify:artist:1mmlWsyPJvvxMdabcGJjRn,Milf Next Door,spotify:album:1X2hoOqMBIJgOwRNnp2bzX,137195,Milf Next Door,music
51400,61,Desiigner,spotify:track:3NJG6vMH1ZsectZkocMEm0,spotify:artist:7pFeBzX627ff0VnN6bxPR4,Tiimmy Turner,spotify:album:7zf9kyxc3ZhJv79HrjTRir,239853,Tiimmy Turner,music
51401,62,2milly,spotify:track:6sUTGZ7OuabFggXBP62tJK,spotify:artist:3PExH6Ke8I04yK51EXG3FQ,Milly Rock,spotify:album:6eMXkYaHjqUwj4jzw3b8aw,220933,Milly Rock,music
51402,63,Playboi Carti,spotify:track:1e1JKLEDKP7hEQzJfNAgPl,spotify:artist:699OTQXzgjhIYAHMy9RyPD,Magnolia,spotify:album:4rJgzzfFHAVFhCSt2P4I3j,181812,Playboi Carti,music
51403,64,XXXTENTACION,spotify:track:5TXDeTFVRVY7Cvt0Dw4vWW,spotify:artist:15UsOTVnJzReFVN1VCnxy4,Revenge,spotify:album:5VdyJkLe3yvOs0l4xXbWp0,120026,17,music
51404,65,Dantes,spotify:track:4rllYUILfYqyGUP21yhMr8,spotify:artist:5AflrDLKnIrldZeepeKFAc,Begging,spotify:album:15kZXBPTpvi1id4xBZ639j,155385,Begging,music
51405,66,Dantes,spotify:track:7DVTjGGZTkHe4hvJETZh3I,spotify:artist:5AflrDLKnIrldZeepeKFAc,Call Me Crazy (feat. Ski Mask the Slump God & Smokepurpp),spotify:album:6fTUVqS1vQGFzYG2RtTiel,165000,Divino,music
51406,67,Eminem,spotify:track:0l08dcPEqNEUhymVBext8h,spotify:artist:7dGJo4pcD2V6oG8kP0tJRR,My Name Is,spotify:album:1S2zX2EzIJPkcptERhrkGh,268400,The Slim Shady LP,music
51407,68,Mike Jones,spotify:track:5vWwuFTSoPdyY8rH1mui8W,spotify:artist:07VmOvmuBp9G0gb8BTrpn0,My 64 (feat. Bun B & Snoop Dogg) - featuring Bun B And Snoop Dogg Explicit Version,spotify:album:5FCfhAH37vQR66D983YhQk,310800,The American Dream,music
51408,69,DJ Khaled,spotify:track:3DXncPQOG4VBw3QHh3S817,spotify:artist:0QHgL1lAIqAw0HtD7YldmP,I'm the One,spotify:album:4JBZ0QHveEpESepanNBG8A,288600,Grateful,music
51409,70,Kodak Black,spotify:track:40oKW22ZNNkEdZLJTScaQI,spotify:artist:46SHBwWsqBkxI7EeeBEQG7,Roll In Peace (feat. XXXTENTACION),spotify:album:51wp3EOOp2mBIjhZjR7W0i,213132,Project Baby 2,music
51410,71,Post Malone,spotify:track:5yuShbu70mtHXY0yLzCQLQ,spotify:artist:246dkjvS1zLTtiykXe5h60,Go Flex,spotify:album:5s0rmjP8XOPhP6HhqOhuyC,179613,Stoney,music
51411,72,XXXTENTACION,spotify:track:3GVkPk8mqxz0itaAriG1L7,spotify:artist:15UsOTVnJzReFVN1VCnxy4,Everybody Dies In Their Nightmares,spotify:album:5VdyJkLe3yvOs0l4xXbWp0,95466,17,music
51412,73,XXXTENTACION,spotify:track:7m9OqQk4RVRkw9JJdeAw96,spotify:artist:15UsOTVnJzReFVN1VCnxy4,Jocelyn Flores,spotify:album:5VdyJkLe3yvOs0l4xXbWp0,119133,17,music
51413,74,Gucci Mane,spotify:track:2XaInsPPUkZRkY4uFJ3AHK,spotify:artist:13y7CgLHjMVRMDqxdx0Xdo,Met Gala (feat. Offset),spotify:album:0smWYh2nQsaZNonBGZpZMn,209142,Droptopwop,music
51414,75,MadeinTYO,spotify:track:07pJdL0L9XDGW0HBj0rIS2,spotify:artist:5SyGEPymt1G2uto47tVWvZ,Skateboard P (feat. Big Sean),spotify:album:6uFEjCm2whxWTQdFQ81wNQ,242306,Skateboard P (feat. Big Sean),music
51415,76,Tee Grizzley,spotify:track:3muBQDekYAg7jm6hDu6R0Z,spotify:artist:6AUl0ykLLpvTktob97x9hO,First Day Out,spotify:album:6074OsmUN1PdFgy0zTP4Fn,254693,My Moment,music
51416,77,Plies,spotify:track:1fnRwgZLgAYMM1dVL1oqwG,spotify:artist:3jksrX4oBklxR78ft8gv3j,Real Hitta (feat. Kodak Black),spotify:album:2WrruSvj5i3k5j7xlQEaX6,231673,Real Hitta (feat. Kodak Black),music
51417,78,Kendrick Lamar,spotify:track:7KXjTSCq5nL1LoYtL7XAwS,spotify:artist:2YZyLoL8N0Wb9xBt1NhZWg,HUMBLE.,spotify:album:4eLPsYPBmXABThSJ821sqY,177000,DAMN.,music
51418,79,Ski Mask The Slump God,spotify:track:4cXe7l3Y5Wv2ZMGDOsxfyX,spotify:artist:2rhFzFmezpnW82MNqEKVry,BabyWipe,spotify:album:1bNSciikrgwI35B4XHZro7,168640,You Will Regret,music
51419,80,Grupo Codiciado,spotify:track:1k3DdtzpubgYuf7fTs1arQ,spotify:artist:4aWhlVjiUjYHpVWBPP8AFc,Gente De Accionar,spotify:album:1lh6Gqv2bslVjqH5QfBnfL,172324,Si Lo Digo Es Porque Puedo,music
51420,81,Post Malone,spotify:track:7wGoVu4Dady5GV0Sv4UIsx,spotify:artist:246dkjvS1zLTtiykXe5h60,rockstar,spotify:album:4AabsQ6plH3OmdE6BWI04j,218320,rockstar,music
51421,82,21 Savage,spotify:track:3xAXYCtd98G5G0SSJAHtqd,spotify:artist:1URnnhqYAYcrqrcwql10ft,Dip Dip,spotify:album:1HSyuTHvLXMWyPJQGnQTLw,151614,Slaughter King,music
51422,83,Nebu Kiniza,spotify:track:6JjEVlMkfHWMeYavkEYzNO,spotify:artist:5lCY3tqdQxbeg5igSlObaT,Gassed Up,spotify:album:6YCcGxz3l1shgr3F7XbNee,193911,Gassed Up,music
51423,84,Yo Gotti,spotify:track:4knL4iPxPOZjQzTUlELGSY,spotify:artist:6Ha4aES39QiVjR0L2lwuwq,Rake It Up,spotify:album:1tSsb3t0pqVVONvBJivoT9,276333,I Still Am,music
51424,0,Big Sean,spotify:track:7M62jxrvr7UJdo6DchAFf3,spotify:artist:0c173mlxpT3dSFRgMO8XPh,Inspire Me,spotify:album:0XAIjjN5qxViVS0Y5fYkar,208306,I Decided.,The Mix
51425,1,Big Sean,spotify:track:0URaKGzNTtzKRtsJN1RkA9,spotify:artist:0c173mlxpT3dSFRgMO8XPh,Light,spotify:album:0XAIjjN5qxViVS0Y5fYkar,210506,I Decided.,The Mix
51426,2,J. Cole,spotify:track:0HtOJj7Kl74s1Ngf3MWeif,spotify:artist:6l3HvQ5sa6mXTsMTB19rO5,She's Mine Pt. 1,spotify:album:3CCnGldVQ90c26aFATC1PW,209080,4 Your Eyez Only,The Mix
